Store_ID,Suburb,Street,Postcode,Lat,Lon,Type
504188,Jerrabomberra NSW,9 Ferdinand Lane,2619,-35.3801947,149.1968606,Store
504182,Hoxton Park NSW,Cowpasture Road,2171,-33.91907298,150.8545815,Store
504116,Bomaderry NSW,54 Narang Road,2541,-34.84544618,150.5938321,Store
504187,Lane Cove NSW,2 Rosenthal Avenue,2066,-33.8135873,151.1688109,Store
504078,Casula NSW,Ingham Drive,2170,-33.9486734,150.8995973,Store
504107,Wetherill Park NSW,1024 The Horsely Drive,2164,-33.85070844,150.9093109,Store
504114,Mosman NSW,1/3 Brady Street,2088,-33.8237329,151.2405503,Store
504181,Moss Vale NSW,Argyle St and Roberston Rd,2577,-34.54619617,150.3804195,Store
504091,Balgowlah NSW,22-26 Roseberry Street,2093,-33.78824501,151.2681553,Store
504190,Narooma NSW,"Shop 42, 185 Princes Hwy",2546,-36.22314,150.12757,Store
504117,Riverwood NSW,247-253 Belmore Road,2210,-33.95228274,151.0509755,Store
504146,Chatswood Place NSW,256-260 Victoria Avenue,2067,-33.79481832,151.1883931,Store
504183,Roselands NSW,Roselands Drive,2196,-33.93599889,151.0693181,Store
504192,Eastlakes NSW,"Shop G01, 16D Evans Avenue",2018,-33.92427506,151.2122852,Store
504185,Carlton NSW,76 Edward Street,2218,-33.97686,151.12433,Store
504189,Auburn NSW,Queen St and Harrow Rd,2144,-33.8501505,151.031633,Store
504193,Gregory Hills NSW,33 Village Circuit,2557,-34.02662817,150.7782555,Store
505006,"Beaconsfield, VIC",53 Old Princes Highway,3807,-38.0485,145.34894,Store
505009,"Brandon Park, VIC",Springvale & Ferntree Gully,3150,-37.9464,145.17314,Store
505030,"Carrum, VIC",516-520 Station Street,3197,-38.07623,145.12352,Store
505002,"Chirnside Park, VIC",Cnr Kimberly & El Centro St,3116,-37.80442,145.31702,Store
505007,"Ferntree Gully, VIC",1009 Burwood Highway,3156,-37.888293,145.289167,Store
505010,"Hampton Park, VIC",400 Pound Road,3976,-38.07677,145.30503,Store
505018,"Moorabbin Airport, VIC",288 Centre Dandenong Road,3194,-37.97553,145.08527,Store
505033,"Rosebud, VIC",1313-1335 Point Nepean Road,3939,-38.35947,144.89379,Store
505001,"Heidelberg West, VIC",318 Bell Street,3081,-37.76654,145.04447,Store
505025,"Narre Warren, VIC",229 Princes Highway,3805,-38.0177,145.3009,Store
505021,"The Pines, VIC",181 Reynolds Road,3109,-37.73845,145.22026,Store
505019,"Prahran, VIC",34 Elizabeth Street,3141,-37.84825,144.84825,Store
505028,"Wonthaggi, VIC",Cnr Murray & McKenzie St,3995,-38.60431,145.59277,Store
505027,"Carrum Downs, VIC",493 Frankston-Dandenong Rd,3201,-38.11012,145.16075,Store
505022,"Ringwood, VIC",Cnr Maroondah Hwy & New St,3135,-37.79924,145.22027,Store
505034,"Melbourne, VIC","Tenancy 2, 501 Swanston St",3000,-37.80727,144.96222,Store
505045,"St Kilda, VIC",135 Inkerman Street,3182,-37.86492,144.98747,Store
505052,"Warragul, VIC",12-28 Queen Street,3820,-38.16255,145.9272,Store
505036,"Bairnsdale, VIC",90-120 Nicholson Street,3875,-37.82469,147.628,Store
505038,"Endeavour Hills, VIC",974 Heatherton Road,3802,-37.97684,145.25923,Store
505042,"Cranbourne, VIC",Cnr Bakewell & Codrington,3977,-38.11128,145.28426,Store
505080,"Rowville, VIC",1100 Wellington Road,3178,-37.928435,145.251481,Store
505040,"Bayswater, VIC",10-14 High Street,3153,-37.84306,145.26641,Store
505074,"Eltham, VIC",6-20 Luck Street,3095,-37.71196,145.15028,Store
505024,"Springvale South, VIC",23/792-806 Heatherton Road,3172,-37.96154,145.143,Store
505049,"Morwell, VIC",263-265 Princes Drive,3840,-38.23767,146.40402,Store
505014,"Burwood East, VIC",172-210 Burwood Huighway,3151,-37.86956,145.17633,Store
505016,"Box Hill South, VIC",391-395 Station Street,3128,-37.84013,145.13238,Store
505054,"Moe, VIC",7 Saviges Rd,3825,-38.17508,146.258,Store
505063,"Sale, VIC",396-420 Raymond Street,3850,-38.10382,147.06573,Store
505060,"Pakenham, VIC",1-3 Portobello Road,3810,-38.06428,145.45474,Store
505005,"Mordialloc, VIC",542 Main Street,3195,-37.99866,145.10724,Store
505041,"Somerville, VIC",1089-1097 Frankston-Flinder,3912,-38.22492,145.17756,Store
505050,"Warringal, VIC",56 Burgundy Street,3084,-37.75537,145.06861,Store
505064,"Waverley Gardens, VIC",Cnr Police & Jacksons Roads,3170,-37.9355,145.19004,Store
505029,"Forest Hill, VIC",270 Canterbury Road,3131,-37.83439,145.16436,Store
505061,"Chadstone, VIC",1341 Dandenong Road,3148,-37.88609,145.08393,Store
505004,"Bundoora, VIC",584-604 Grimshaw Street,3083,-37.65549,145.04446,Store
505017,"Lyndhurst, VIC",945s Thompsons Road,3975,-38.0476,145.23909,Store
505003,"Eden Rise, VIC",1 O'Shea Road Eden Rise SC,3806,-38.076777,145.32701,Store
505069,"Southland, VIC",1239 Nepean Highway,3192,-37.95891,145.05507,Store
505013,"Mornington, VIC","Shop M02, 241 Main St",3931,-38.26078,145.98555,Store
505011,"Greensborough, VIC",25 Main Street,3088,-37.70973,145.06644,Store
505035,"Lilydale, VIC",33 Hutchinson Street,3140,-37.76055,145.34901,Store
505077,"Kilsyth, VIC",540 Mount Dandenong Road,3137,-37.80301,145.31133,Store
505081,"Frankston, VIC",28 Beach Street,3199,-38.139781,145.126209,Store
505068,"Reservoir, VIC",850 Plenty Rd,3073,-37.72459,145.02894,Store
505051,"Hastings, VIC",9 Queen Street,3915,-38.308565,145.18885,Store
505012,"Preston South, VIC",19 Dundas St,3072,-37.76788,144.95658,Store
505088,"Narre Warren South, VIC",400 Narre Warren-Cranbourne,3805,-38.067289,145.300726,Store
505015,"Carnegie, VIC",2-18 Koornang Road,3163,-37.90157,145.06327,Store
505044,"Templestowe Lower, VIC",299-301 Manningham Road,3107,-37.77301,145.11213,Store
505023,"Bentleigh, VIC","Shop 7, 285-305 Centre Road",3204,-37.91761,145.0339,Store
505053,"Leongatha, VIC",10 Bruce St,3953,-38.47821,145.94491,Store
505055,"Monbulk, VIC",32-36 Main Street,3793,-37.876318,145.40898,Store
505067,"Dandenong Plaza, VIC",Cnr McCrae & Walker,3175,-37.97989,145.22632,Store
505110,"Karingal, VIC",330 Cranbourne Road,3199,-38.151906,145.166569,Store
505047,"Vermont South, VIC",495 Burwood Highway,3133,-37.85549,145.18212,Store
505048,"Cheltenham, VIC",280-282 Bay Road,3192,-37.955558,145.033451,Store
505070,"Mentone, Vic",27-29 Nepean Hwy,3194,-37.97507,145.06764,Store
505093,"Healesville, VIC",175 Maroondah Highway,3777,-37.65417,145.513853,Store
505073,"Cranbourne East, VIC",1S Linsell Boulevard,3977,-38.09998,145.29372,Store
505101,"Doncaster East, VIC",3-11 Mitchell Street,3109,-37.7882,145.147843,Store
505099,"Lower Plenty, VIC",45-49 Main Road,3093,-37.728034,145.111239,Store
505057,"Northland, VIC",2-50 Murray Road,3072,-37.73786,145.029848,Store
505087,"Dromana, VIC",120 Nepean Highway,3936,-38.330009,144.987697,Store
505085,"Balwyn North, VIC",Cnr Doncaster & Tannock St,3104,-37.791328,145.09461,Store
505095,"Camberwell, VIC",15-25 Station Street,3124,-37.83049627,145.0584457,Store
505108,"Keysborough, VIC",466-468 Cheltenham Road,3173,-37.99238796,145.1461008,Store
505037,"Traralgon, VIC",141-143 Argyle Street,3844,-38.19228,146.55541,Store
505096,"Glen Waverley, VIC",235 Springvale Road,3150,-37.87510766,145.1649868,Store
505092,"Springvale, VIC",754-768 Princes Highway,3171,-37.94158113,145.1686464,Store
505071,"Cowes, VIC",68-80 Thompson Avenue,3922,-38.45047,145.2386,Store
505107,"Croydon, VIC",5-15 Kent Avenue,3136,-37.79304229,145.2782641,Store
505076,"Lakes Entrance, VIC",6-12 Marine Parade,3909,-37.88186832,147.9742235,Store
505078,"Scoresby, VIC",800 Stud Road,3179,-37.90113551,145.233333,Store
505089,"Mornington Peninsula, VIC",1128 Nepean Highway,3931,-38.219879,145.060646,Store
505094,"Seville, VIC",638 Warburton Highway,3139,-37.778298,145.459146,Store
505102,West Melbourne VIC,512-544 Spencer Street,3003,-37.80799,144.94848,Store
505109,"Clyde North, VIC",680 Berwick-Cranbourne Road,3978,-38.09394,145.33353,Store
505113,Mulgrave VIC,Crn Police & Jackson Road,3170,-37.9355,145.19004,Store
506017,Bald Hills QLD,1905 Gympie Road,4036,-27.3348584,153.0093696,Store
506005,Burpengary QLD,172 Station Street,4505,-27.1543277,152.974447,Store
506001,Chermside QLD,628 Gympie Road,4032,-27.3917414,153.0306,Store
506011,Strathpine QLD,295 Gympie Road,4500,-27.306279,152.991242,Store
506016,Gympie QLD,43-47 Hyne Street,4570,-26.2011495,152.667137,Store
506039,Maryborough QLD,340 Alice Street,4650,-25.537674,152.694533,Store
506037,Kippa Ring QLD,212 Anzac Avenue,4021,-27.2269207,153.0930003,Store
506031,Toombul QLD,1015 Sandgate Road,4012,-27.4099028,153.0629194,Store
506036,Hervey Bay QLD,103-115 Main Street,4655,-25.2901923,152.8372597,Store
506035,Morayfield QLD,14-24 Dickson Road,4506,-27.098171,152.951876,Store
506041,Noosaville QLD,201 Weyba Road,4566,-26.404604,153.072708,Store
506048,Caloundra QLD,2 Baldwin Street,4551,-26.803836,153.119512,Store
506056,Ashgrove QLD,30 Harry Street,4060,-27.444898,152.992416,Store
506040,Bribie Island QLD,132-150 Goodwin Drive,4507,-27.072559,153.161221,Store
506047,Albany Creek QLD,630-636 Albany Creek Rd,4035,-27.346659,152.976623,Store
506061,Deception Bay QLD,424-438 Deception Bay Road,4508,-27.191763,153.0228661,Store
506050,Kallangur QLD,15-27 Goodfellows Road,4503,-27.252297,152.994343,Store
506058,Mount Ommaney QLD,171 Dandenong Road,4074,-27.5501472,152.939426,Store
506055,Kingaroy QLD,73-81 Youngman Street,4610,-26.542836,151.835276,Store
506067,Kelvin Grove QLD,12 Bishop Street,4059,-27.444032,153.007823,Store
506059,Beerwah QLD,78 Simpson Street,4519,-26.859905,152.957557,Store
506064,Kepnock QLD,153 Greathead Road,4670,-24.870071,152.384789,Store
506062,Maroochydore QLD,102 Aerodrome Road,4558,-26.6584601,153.0952406,Store
506076,Taigum QLD,330 Roghan Road,4018,-27.341537,153.042095,Store
506070,Stones Corner QLD,405 Logan Road,4120,-27.50023,153.04457,Store
506066,Keperra QLD,577 Settlement Road,4054,-27.4178338,152.9497821,Store
506083,Nambour QLD,125 Howard Street,4560,-26.625927,152.965056,Store
506080,Sandgate QLD,47 Brighton Road,4017,-27.319159,153.069382,Store
506069,Stafford QLD,400 Stafford Road,4053,-27.410606,153.012157,Store
506091,Kenmore QLD,795 Moggill Road,4069,-27.506063,152.948591,Store
506089,Kawana QLD,119 Point Cartwright Drive,4575,-26.7034,153.132,Store
506087,Arana Hills QLD,5 Grove Avenue,4054,-27.3999,152.9581,Store
506093,West End QLD,335 Montague Road,4101,-27.4822243,153.003545,Store
506086,Darra QLD,166  Monier Road,4076,-27.559291,152.951508,Store
506088,Cannon Hill QLD,1145 Wynnum Road,4170,-27.47304,153.098861,Store
506079,Aspley QLD,59 Albany Creek Road,4034,-27.36296,153.012687,Store
506077,Brightwater QLD,69-79 Attenuata Drive,4557,-26.710671,153.108904,Store
506082,Fortitude Valley QLD,650 Wickham Street,4006,-27.44978,153.040883,Store
506009,Urangan QLD,19 Cartwright Court,4655,-25.2921984,152.891789,Store
506097,Warner QLD,353-355 Samsonvale Road,4500,-27.292261,152.952064,Store
506010,Gladstone QLD,54 Boles Street,4680,-23.857973,151.253118,Store
506103,Clontarf QLD,10-22 Hornibrook Esplanade,4019,-27.260451,153.080562,Store
506018,The Gap QLD,17 Glen Affric Street,4061,-27.445998,152.952405,Store
506096,Meridan Plains QLD,238 Parklands Boulevard,4551,-26.772471,153.10654,Store
506014,Sunshine Cove QLD,20 Flinders Lane,4558,-26.6610393,153.0823062,Store
506019,North Lakes QLD,48 North Lakes Drive,4509,-27.239539,153.014864,Store
506015,Coorparoo QLD,300 Old Cleveland Road,4151,-27.4946,153.0585,Store
506003,Bundaberg QLD,19 Maryborough Street,4670,-24.870901,152.347181,Store
506104,Morayfield Supercentre QLD,312-344 Morayfield Road,4506,-27.116412,152.951639,Store
506012,Caboolture QLD,147 King Street,4510,-27.0846576,152.9405652,Store
506008,North Lakes Westfield QLD,Westfield North Lakes Drive,4509,-27.2424475,153.0177302,Store
506004,Bargara QLD,699 Bargara Road,4670,-24.8180411,152.4556554,Store
506020,Fairfield Gardens QLD,180 Fairfield Road,4103,-27.50924,153.0242,Store
506021,Allenstown QLD,167 Gladstone Road,4700,-23.39609,150.50636,Store
506025,Indooroopilly QLD,322 Moggill Road,4068,-27.49744,152.97266,Store
506023,Birtinya QLD,8 The Avenue,4575,-26.7429,153.11957,Store
506027,Avoca QLD,123 Takalvan Street,4670,-24.88973,152.31839,Store
506028,Lutwyche QLD,543 Lutwyche Road,4030,-27.422486,153.034139,Store
507002,Parafield Gardens SA,88-94 Lavender Drive,5107,-34.775323,138.619206,Store
507012,Gilles Plains SA,Cnr Sudholz & North East Rd,5086,-34.857212,138.655401,Store
507009,Kilburn SA,400 Churchill Road,5084,-34.865371,138.581527,Store
507001,Seaford Heights SA,1 Vista Parade,5169,-35.190918,138.494607,Store
507003,Hallett Cove SA,246 Lonsdale Road,5158,-35.078083,138.51585,Store
507007,Noarlunga Centre SA,Colonnades SC Beach Road,5168,-35.143578,138.498786,Store
507028,Kilkenny SA,Arndale SC 470 Torrens Road,5009,-34.876094,138.550611,Store
507013,Oaklands Park SA,Marion SC 297 Diagonal Road,5046,-35.016142,138.544453,Store
507006,St Agnes SA,1244 North East Road,5097,-34.821767,138.717168,Store
507010,Blakeview SA,15 Main Terrace,5114,-34.680659,138.702961,Store
507004,Woodcroft SA,Crn Panalatinga & Bains Rd,5162,-35.113793,138.549088,Store
507023,Kensington Park SA,398 Magill Road,5068,-34.914242,138.6571,Store
507008,Modbury SA,972-976 North East Road,5092,-34.830724,138.693777,Store
507011,Berri SA,Lot 200 Kay Avenue,5343,-34.279368,140.609421,Store
507024,Victor Harbor SA,56-60 Adelaide Road,5211,-35.529854,138.638079,Store
507022,Aldinga SA,209 Port Road,5173,-35.267018,138.48341,Store
507005,Mount Barker SA,22-28 Hutchinson Street,5251,-35.065892,138.8591,Store
507014,Smithfield SA,12 George McCullum Road,5114,-34.685331,138.68943,Store
507025,Nuriootpa SA,Crn Murray & Gawler Streets,5355,-34.473649,138.994571,Store
507027,Port Pirie SA,8 Wandearah Road,5540,-33.1906,138.01,Store
507026,Murray Bridge SA,105-109 Adelaide Road,5253,-35.1239,139.264,Store
507018,Morphett Vale SA,Cnr Sherriffs & Hillier Rds,5162,-35.105,138.520332,Store
507017,Golden Grove SA,Lot 1035 Helicon Drive,5125,-34.79203,138.69276,Store
507015,West Lakes SA,44 Frederick Road,5021,-34.881114,138.503426,Store
507016,Evanston SA,1 Tulloch Road,5116,-34.615136,138.737933,Store
507019,Hawthorn SA,198 Belair Road,5062,-34.974012,138.608878,Store
507033,Mt Gambier SA,58-74 Commercial St East,5290,-37.829402,140.783269,Store
507041,Mawson Lakes SA,1-7 Main Street,5095,-34.81043,138.615342,Store
507020,Adelaide Airport SA,2 Butler Boulevard,5950,-34.935213,138.523028,Store
507021,Ingle Farm SA,237 Montague Road,5098,-34.828994,138.647257,Store
507030,Mildura VIC,858 Fifteenth Street,3500,-34.2063914,142.1356148,Store
507042,Stirling SA,3-5 Pomona Road,5152,-35.003065,138.716746,Store
507035,Blackwood SA,198-200 Main Road,5051,-35.016487,138.616326,Store
507031,Newton SA,174-178 Gorge Road,5074,-34.876295,138.683875,Store
507037,Norwood SA,76 Magill Road,5067,-34.915541,138.628921,Store
507029,Kadina SA,Frances Terrace,5554,-33.964271,137.710743,Store
507045,Findon SA,263-271 Grange Road,5023,-34.905022,138.534229,Store
507034,Salisbury SA,41-49 Park Terrace,5108,-34.764908,138.645559,Store
507036,Clovelly Park SA,1160 South Road,5042,-34.9954975,138.5745675,Store
507032,Port Adelaide SA,200-220 Commercial Road,5015,-34.848573,138.50593,Store
507038,Plympton SA,Crn Anzac Hwy & Marion Road,5038,-34.965832,138.553833,Store
507039,Whyalla SA,10-14 Ekblom Street,5608,-33.02833574,137.5358558,Store
507043,Glenelg SA,601 Anzac Highway,5045,-34.976,138.51765,Store
507044,Glenunga SA,499-505 Portrush Road,5064,-34.94733,138.64259,Store
509041,Warwick WA,Cnr Erindale & Beach Road,6024,-31.843612,115.811157,Store
509035,Wanneroo WA,Cnr Conlan Ave& Wanneroo Rd,6065,-31.752279,115.805903,Store
509003,Mirrabooka WA,43 Yirrigan Drive,6061,-31.871511,115.862836,Store
509001,Belmont WA,227 Belmont Avenue,6105,-31.965416,115.934869,Store
509010,Southern River WA,346 Warton Road,6110,-32.087452,115.946499,Store
509019,Ellenbrook WA,The Promenade & Pinaster Pd,6056,-31.781911,115.974225,Store
509017,Cannington WA,1383 Albany Highway,6107,-32.02155,115.93717,Store
509018,Waikiki WA,Cnr Read & Gnangara Dr,6169,-32.314742,115.753466,Store
509011,South Lake WA,Cnr North Lake Rd & Omeo Rd,6164,-32.106173,115.82794,Store
509015,Armadale WA,Jull Street,6112,-32.15067,116.017289,Store
509009,Camillo WA,131 Westfield Road,6111,-32.119398,116.002002,Store
509039,Midland WA,274 Great Eastern Hway,6056,-31.890417,116.011454,Store
509002,Joondalup WA,420 Joondalup Drive,6027,-31.743779,115.766161,Store
509042,Madeley WA,168 Wanneroo Road,6065,-31.817551,115.823042,Store
509008,Rockingham WA,10 Robinson Road,6168,-32.287952,115.742689,Store
509031,Busselton WA,Cnr Bussell Hwy & West St,6280,-33.655504,115.34114,Store
509005,Halls Head WA,14 Guava Way,6210,-32.548906,115.703421,Store
509021,Secret Harbour WA,420 Secret Harbour Blvd,6173,-32.407677,115.758853,Store
509014,Mundaring WA,22-24 Hartung Street,6073,-31.900246,116.165188,Store
509023,Lakelands WA,Mandurah Road,6180,-32.472483,115.761877,Store
509022,Cockburn Gateway WA,Cockburn Gateway Beeliar Dr,6164,-32.13154,115.85727,Store
509006,Australind WA,5 Mardo Avenue,6233,-33.281091,115.715609,Store
509030,Currambine WA,Lot 5001 Delamere Ave,6028,-31.741362,115.739057,Store
509038,East Victoria Park WA,"1009, 1013-1015 Albany Hwy",6101,-31.99302,115.91082,Store
509045,Hillarys WA,Cnr Marmion & Whitfords Ave,6025,-31.796387,115.749212,Store
509007,Harrisdale WA,Cnr Nicholson Rd&Yellowwood,6112,-32.126633,115.926769,Store
509012,Mandurah WA,2 Aldgate Street,6210,-32.53245,115.73298,Store
509004,Kwinana WA,32 Meares Avenue,6167,-32.243753,115.815767,Store
509013,Butler WA,Lot 2712 Butler Boulevard,6036,-31.637732,115.697204,Store
509020,Morley WA,4 Collier Rd,6062,-31.899909,115.900731,Store
509024,Spearwood WA,Cnr Burgundy Cres&Lancaster,6163,-32.096066,115.78436,Store
509028,Northam WA,10 Beamish Avenue,6401,-31.65778,116.67049,Store
509016,Wattle Grove WA,338 Hale Rd,6107,-31.99998,115.98479,Store
509034,Beeliar WA,283 Beeliar Drive,6164,-32.126559,115.798316,Store
509032,Kalamunda WA,17 Mead Street,6076,-31.973626,116.058211,Store
509027,Bunbury WA,9 Edward Street,6230,-33.328543,115.638775,Store
509046,Karrinyup WA,200 Karrinyup Road,6018,-31.876697,115.778841,Store
509026,Banksia Grove WA,"3 Jewel Way, Lot 137",6031,-31.704893,115.799593,Store
509049,Inglewood WA,96 Tenth Ave & 1 Eleven Ave,6052,-31.92087,115.887267,Store
509025,South Fremantle WA,24/219 Hampton Road,6162,-32.07419,115.75883,Store
509037,Wonthella WA,NthWstCoastalHwy & Eastward,6530,-28.777413,114.626743,Store
509040,Thornlie WA,115 Murdoch Road,6108,-32.068694,115.949995,Store
509036,Byford WA,845 South Western Hwy,6122,-32.21936,116.00836,Store
509029,Yokine WA,6 Wanneroo Rd,6060,-31.910637,115.846638,Store
509033,Kardinya WA,17 South Street,6163,-32.067295,115.818496,Store
509043,Baldivis WA,26 Safety Bay Road,6171,-32.332853,115.814745,Store
509047,Beechboro WA,161 Altone Park Road,6063,-31.870837,115.945582,Store
509051,Yanchep WA,2 Kakadu Road,6035,-31.547905,115.640506,Store
509055,Albany WA,70-80 Albany Highway,6330,-35.0187673,117.8793807,Store
509056,Clarkson WA,36 Ocean Keys Blvd,6030,-31.6912372,115.7157576,Store
505100,Dandenong VIC,50 Produce Drive,3175,-38.0373455,145.2206406,DC
502100,Derrimut VIC,60 Swann Drive,3026,-37.802448,144.7713582,DC
509100,Jandakot WA,21 Orion Road,6164,-32.0883104,115.8738996,DC
507100,Regency Park SA,84 Gallipolli Drive,5010,-34.8523981,138.57586,DC
506100,Brendale QLD,68 Kremzow Road,4500,-27.3147468,152.9745505,DC
501100,Minchinbury NSW,1 Sargents Road,2770,-33.7888098,150.8208388,DC
504100,Prestons NSW,10 Burando Road,2170,-33.9370696,150.8744599,DC
503100,Stapylton QLD,55 Burnside Road,4207,-27.7494602,153.2390813,DC
